2.27439,0.661857,0.569936,0.400885,0.302699,0.222713,0.165403,0.122413,0.0907533,-0.162573,
2.5649,0.0880515,-0.394456,-0.169048,-0.158237,-0.108385,-0.0826478,-0.0606505,-0.0448829,-0.034019,0.489005,-0.536119,0.250453,0.0120125,0.0553903,0.0285973,0.0244414,0.0175196,0.012071,2.5649,
